,MDS-UPDRS Prediction target,Feature,Type,Best performing model,Best performing parcellation,R2,RMSE,AUC,PPV,NPV,Spec.,Sens.
0,Year 1,ReHo,D.3,Random Forest,/,0.473,15.83,0.842,90.5%,80.0%,92.3%,76.0%
0,Year 1,ReHo,D.4,ElasticNet,BASC197,-0.081,22.65,0.419,44.4%,16.7%,3.8%,80.0%
0,Year 1,ReHo,D.4,ElasticNet,BASC444,-0.066,22.5,0.458,46.7%,33.3%,7.7%,84.0%
0,Year 1,ReHo,D.4,ElasticNet,Schaefer,0.019,21.58,0.556,52.3%,71.4%,19.2%,92.0%
0,Year 1,ReHo,D.4,Gradient Boosting,BASC197,-0.122,23.08,0.436,44.7%,38.5%,19.2%,68.0%
0,Year 1,ReHo,D.4,Gradient Boosting,BASC444,0.089,20.8,0.572,54.3%,62.5%,38.5%,76.0%
0,Year 1,ReHo,D.4,Gradient Boosting,Schaefer,0.033,21.42,0.495,48.6%,50.0%,26.9%,72.0%
0,Year 1,ReHo,D.4,SVM,BASC197,-0.156,23.43,0.7,100.0%,63.4%,100.0%,40.0%
0,Year 1,ReHo,D.4,SVM,BASC444,-0.092,22.77,0.72,100.0%,65.0%,100.0%,44.0%
0,Year 1,ReHo,D.4,SVM,Schaefer,-0.125,23.11,0.641,88.9%,59.5%,96.2%,32.0%
0,Year 1,ReHo,D.4,Random Forest,BASC197,0.028,21.49,0.552,52.9%,58.8%,38.5%,72.0%
0,Year 1,ReHo,D.4,Random Forest,BASC444,-0.019,22.0,0.476,47.5%,45.5%,19.2%,76.0%
0,Year 1,ReHo,D.4,Random Forest,Schaefer,0.07,21.01,0.553,52.8%,60.0%,34.6%,76.0%
5,Year 2,fALFF,original,ElasticNet,Schaefer,0.463,13.426,0.765,78.6%,76.5%,68.4%,84.6%
0,Year 2,fALFF,Default,ElasticNet,BASC197,0.277,15.7,0.574,60.6%,62.5%,27.8%,87.0%
0,Year 2,fALFF,Default,ElasticNet,BASC444,0.285,15.61,0.574,60.6%,62.5%,27.8%,87.0%
0,Year 2,fALFF,Default,ElasticNet,Schaefer,0.529,12.68,0.669,69.2%,66.7%,55.6%,78.3%
0,Year 2,fALFF,Default,Gradient Boosting,BASC197,0.036,18.13,0.58,61.3%,60.0%,33.3%,82.6%
0,Year 2,fALFF,Default,Gradient Boosting,BASC444,0.038,18.11,0.669,69.2%,66.7%,55.6%,78.3%
0,Year 2,fALFF,Default,Gradient Boosting,Schaefer,-0.199,20.22,0.457,53.8%,0.0%,0.0%,91.3%
0,Year 2,fALFF,Default,SVM,BASC197,0.106,17.46,0.635,65.5%,66.7%,44.4%,82.6%
0,Year 2,fALFF,Default,SVM,BASC444,-0.414,21.96,0.495,55.6%,43.5%,55.6%,43.5%
0,Year 2,fALFF,Default,SVM,Schaefer,-0.019,18.65,0.669,69.2%,66.7%,55.6%,78.3%
0,Year 2,fALFF,Default,Random Forest,BASC197,0.206,16.45,0.635,65.5%,66.7%,44.4%,82.6%
0,Year 2,fALFF,Default,Random Forest,BASC444,0.09,17.62,0.447,52.9%,28.6%,11.1%,78.3%
0,Year 2,fALFF,Default,Random Forest,Schaefer,0.138,17.15,0.641,66.7%,64.3%,50.0%,78.3%
0,Year 2,fALFF,A.1,ElasticNet,BASC197,0.27,15.81,0.657,69.8%,66.7%,48.0%,83.3%
0,Year 2,fALFF,A.1,ElasticNet,BASC444,0.249,16.03,0.651,68.9%,68.8%,44.0%,86.1%
0,Year 2,fALFF,A.1,ElasticNet,Schaefer,0.233,16.2,0.677,71.4%,68.4%,52.0%,83.3%
0,Year 2,fALFF,A.1,Gradient Boosting,BASC197,0.061,17.93,0.689,73.7%,65.2%,60.0%,77.8%
0,Year 2,fALFF,A.1,Gradient Boosting,BASC444,0.043,18.11,0.657,69.8%,66.7%,48.0%,83.3%
0,Year 2,fALFF,A.1,Gradient Boosting,Schaefer,0.027,18.25,0.637,68.2%,64.7%,44.0%,83.3%
0,Year 2,fALFF,A.1,SVM,BASC197,-0.154,19.88,0.638,74.1%,52.9%,72.0%,55.6%
0,Year 2,fALFF,A.1,SVM,BASC444,-0.133,19.7,0.538,62.5%,44.8%,52.0%,55.6%
0,Year 2,fALFF,A.1,SVM,Schaefer,-0.111,19.5,0.638,74.1%,52.9%,72.0%,55.6%
0,Year 2,fALFF,A.1,Random Forest,BASC197,0.211,16.44,0.689,73.7%,65.2%,60.0%,77.8%
0,Year 2,fALFF,A.1,Random Forest,BASC444,0.161,16.95,0.615,67.5%,57.1%,48.0%,75.0%
0,Year 2,fALFF,A.1,Random Forest,Schaefer,0.264,15.88,0.647,71.4%,57.7%,60.0%,69.4%
0,Year 2,fALFF,B.1,ElasticNet,BASC197,0.302,15.43,0.496,55.9%,42.9%,16.7%,82.6%
0,Year 2,fALFF,B.1,ElasticNet,BASC444,0.251,15.99,0.546,58.8%,57.1%,22.2%,87.0%
0,Year 2,fALFF,B.1,ElasticNet,Schaefer,0.569,12.12,0.669,69.2%,66.7%,55.6%,78.3%
0,Year 2,fALFF,B.1,Gradient Boosting,BASC197,0.051,17.99,0.53,58.1%,50.0%,27.8%,78.3%
0,Year 2,fALFF,B.1,Gradient Boosting,BASC444,0.072,17.79,0.403,50.0%,22.2%,11.1%,69.6%
0,Year 2,fALFF,B.1,Gradient Boosting,Schaefer,-0.311,21.15,0.376,48.5%,12.5%,5.6%,69.6%
0,Year 2,fALFF,B.1,SVM,BASC197,0.122,17.3,0.647,68.0%,62.5%,55.6%,73.9%
0,Year 2,fALFF,B.1,SVM,BASC444,-0.175,20.02,0.564,60.7%,53.8%,38.9%,73.9%
0,Year 2,fALFF,B.1,SVM,Schaefer,0.11,17.42,0.774,79.2%,76.5%,72.2%,82.6%
0,Year 2,fALFF,B.1,Random Forest,BASC197,0.219,16.32,0.601,62.5%,66.7%,33.3%,87.0%
0,Year 2,fALFF,B.1,Random Forest,BASC444,0.059,17.92,0.49,55.6%,40.0%,11.1%,87.0%
0,Year 2,fALFF,B.1,Random Forest,Schaefer,0.103,17.49,0.647,68.0%,62.5%,55.6%,73.9%
0,Year 2,fALFF,B.2,ElasticNet,BASC197,0.338,15.02,0.574,60.6%,62.5%,27.8%,87.0%
0,Year 2,fALFF,B.2,ElasticNet,BASC444,0.419,14.08,0.607,63.3%,63.6%,38.9%,82.6%
0,Year 2,fALFF,B.2,ElasticNet,Schaefer,0.52,12.8,0.657,66.7%,72.7%,44.4%,87.0%
0,Year 2,fALFF,B.2,Gradient Boosting,BASC197,0.154,16.98,0.475,54.5%,37.5%,16.7%,78.3%
0,Year 2,fALFF,B.2,Gradient Boosting,BASC444,0.192,16.6,0.691,70.4%,71.4%,55.6%,82.6%
0,Year 2,fALFF,B.2,Gradient Boosting,Schaefer,-0.094,19.31,0.391,50.0%,0.0%,0.0%,78.3%
0,Year 2,fALFF,B.2,SVM,BASC197,-0.021,18.66,0.669,69.2%,66.7%,55.6%,78.3%
0,Year 2,fALFF,B.2,SVM,BASC444,-0.024,18.69,0.607,63.3%,63.6%,38.9%,82.6%
0,Year 2,fALFF,B.2,SVM,Schaefer,-0.077,19.16,0.576,62.5%,52.9%,50.0%,65.2%
0,Year 2,fALFF,B.2,Random Forest,BASC197,0.187,16.65,0.574,60.6%,62.5%,27.8%,87.0%
0,Year 2,fALFF,B.2,Random Forest,BASC444,0.03,18.19,0.518,57.1%,50.0%,16.7%,87.0%
0,Year 2,fALFF,B.2,Random Forest,Schaefer,0.18,16.72,0.514,57.1%,46.2%,33.3%,69.6%
0,Year 2,fALFF,B.3,ElasticNet,BASC197,0.387,14.45,0.679,67.7%,80.0%,44.4%,91.3%
0,Year 2,fALFF,B.3,ElasticNet,BASC444,0.39,14.42,0.53,58.1%,50.0%,27.8%,78.3%
0,Year 2,fALFF,B.3,ElasticNet,Schaefer,0.362,14.75,0.623,63.6%,75.0%,33.3%,91.3%
0,Year 2,fALFF,B.3,Gradient Boosting,BASC197,-0.036,18.79,0.528,57.5%,100.0%,5.6%,100.0%
0,Year 2,fALFF,B.3,Gradient Boosting,BASC444,0.048,18.02,0.564,60.7%,53.8%,38.9%,73.9%
0,Year 2,fALFF,B.3,Gradient Boosting,Schaefer,-0.007,18.53,0.49,55.6%,40.0%,11.1%,87.0%
0,Year 2,fALFF,B.3,SVM,BASC197,-0.3,21.05,0.743,83.3%,65.2%,83.3%,65.2%
0,Year 2,fALFF,B.3,SVM,BASC444,-0.328,21.28,0.737,80.0%,66.7%,77.8%,69.6%
0,Year 2,fALFF,B.3,SVM,Schaefer,-0.77,24.57,0.634,76.9%,53.6%,83.3%,43.5%
0,Year 2,fALFF,B.3,Random Forest,BASC197,0.177,16.75,0.598,64.0%,56.2%,50.0%,69.6%
0,Year 2,fALFF,B.3,Random Forest,BASC444,0.2,16.52,0.487,55.2%,41.7%,27.8%,69.6%
0,Year 2,fALFF,B.3,Random Forest,Schaefer,0.258,15.9,0.62,65.4%,60.0%,50.0%,73.9%
0,Year 2,fALFF,C.1,ElasticNet,BASC197,0.376,14.58,0.673,66.7%,87.5%,38.9%,95.7%
0,Year 2,fALFF,C.1,ElasticNet,BASC444,0.341,14.99,0.651,65.6%,77.8%,38.9%,91.3%
0,Year 2,fALFF,C.1,ElasticNet,Schaefer,0.376,14.58,0.629,64.5%,70.0%,38.9%,87.0%
0,Year 2,fALFF,C.1,Gradient Boosting,BASC197,0.068,17.83,0.518,57.1%,50.0%,16.7%,87.0%
0,Year 2,fALFF,C.1,Gradient Boosting,BASC444,0.06,17.9,0.419,51.4%,16.7%,5.6%,78.3%
0,Year 2,fALFF,C.1,Gradient Boosting,Schaefer,0.106,17.47,0.635,65.5%,66.7%,44.4%,82.6%
0,Year 2,fALFF,C.1,SVM,BASC197,0.149,17.04,0.709,76.2%,65.0%,72.2%,69.6%
0,Year 2,fALFF,C.1,SVM,BASC444,0.095,17.57,0.685,69.0%,75.0%,50.0%,87.0%
0,Year 2,fALFF,C.1,SVM,Schaefer,-0.117,19.51,0.715,78.9%,63.6%,77.8%,65.2%
0,Year 2,fALFF,C.1,Random Forest,BASC197,0.226,16.25,0.588,65.0%,52.4%,61.1%,56.5%
0,Year 2,fALFF,C.1,Random Forest,BASC444,0.201,16.51,0.554,60.9%,50.0%,50.0%,60.9%
0,Year 2,fALFF,C.1,Random Forest,Schaefer,0.261,15.88,0.693,77.8%,60.9%,77.8%,60.9%
0,Year 2,fALFF,C.2,ElasticNet,BASC197,0.35,14.89,0.7,68.8%,88.9%,44.4%,95.7%
0,Year 2,fALFF,C.2,ElasticNet,BASC444,0.365,14.71,0.673,66.7%,87.5%,38.9%,95.7%
0,Year 2,fALFF,C.2,ElasticNet,Schaefer,0.321,15.21,0.601,62.5%,66.7%,33.3%,87.0%
0,Year 2,fALFF,C.2,Gradient Boosting,BASC197,-0.032,18.76,0.607,63.3%,63.6%,38.9%,82.6%
0,Year 2,fALFF,C.2,Gradient Boosting,BASC444,0.062,17.89,0.558,60.0%,54.5%,33.3%,78.3%
0,Year 2,fALFF,C.2,Gradient Boosting,Schaefer,0.01,18.38,0.457,53.8%,0.0%,0.0%,91.3%
0,Year 2,fALFF,C.2,SVM,BASC197,-0.042,18.85,0.626,66.7%,58.8%,55.6%,69.6%
0,Year 2,fALFF,C.2,SVM,BASC444,-0.099,19.36,0.592,63.0%,57.1%,44.4%,73.9%
0,Year 2,fALFF,C.2,SVM,Schaefer,0.273,15.75,0.746,76.0%,75.0%,66.7%,82.6%
0,Year 2,fALFF,C.2,Random Forest,BASC197,0.223,16.28,0.762,75.0%,84.6%,61.1%,91.3%
0,Year 2,fALFF,C.2,Random Forest,BASC444,0.171,16.82,0.607,63.3%,63.6%,38.9%,82.6%
0,Year 2,fALFF,C.2,Random Forest,Schaefer,0.119,17.33,0.607,63.3%,63.6%,38.9%,82.6%
0,Year 2,fALFF,D.1,ElasticNet,BASC197,0.277,15.7,0.574,60.6%,62.5%,27.8%,87.0%
0,Year 2,fALFF,D.1,ElasticNet,BASC444,0.285,15.61,0.574,60.6%,62.5%,27.8%,87.0%
0,Year 2,fALFF,D.1,ElasticNet,Schaefer,0.529,12.68,0.669,69.2%,66.7%,55.6%,78.3%
0,Year 2,fALFF,D.1,Gradient Boosting,BASC197,0.1,17.52,0.552,59.4%,55.6%,27.8%,82.6%
0,Year 2,fALFF,D.1,Gradient Boosting,BASC444,0.031,18.17,0.626,66.7%,58.8%,55.6%,69.6%
0,Year 2,fALFF,D.1,Gradient Boosting,Schaefer,-0.196,20.19,0.457,53.8%,0.0%,0.0%,91.3%
0,Year 2,fALFF,D.1,SVM,BASC197,0.16,16.92,0.635,65.5%,66.7%,44.4%,82.6%
0,Year 2,fALFF,D.1,SVM,BASC444,-0.384,21.72,0.517,57.9%,45.5%,55.6%,47.8%
0,Year 2,fALFF,D.1,SVM,Schaefer,0.013,18.35,0.647,68.0%,62.5%,55.6%,73.9%
0,Year 2,fALFF,D.1,Random Forest,BASC197,0.179,16.73,0.685,69.0%,75.0%,50.0%,87.0%
0,Year 2,fALFF,D.1,Random Forest,BASC444,0.099,17.53,0.475,54.5%,37.5%,16.7%,78.3%
0,Year 2,fALFF,D.1,Random Forest,Schaefer,0.125,17.27,0.586,62.1%,58.3%,38.9%,78.3%
0,Year 2,fALFF,D.2,ElasticNet,BASC197,-0.057,18.98,0.5,56.1%,nan%,0.0%,100.0%
0,Year 2,fALFF,D.2,ElasticNet,BASC444,-0.017,18.63,0.5,56.1%,nan%,0.0%,100.0%
0,Year 2,fALFF,D.2,ElasticNet,Schaefer,-0.057,18.99,0.5,56.1%,nan%,0.0%,100.0%
0,Year 2,fALFF,D.2,Gradient Boosting,BASC197,-0.059,19.0,0.463,54.1%,25.0%,5.6%,87.0%
0,Year 2,fALFF,D.2,Gradient Boosting,BASC444,-0.186,20.11,0.463,54.1%,25.0%,5.6%,87.0%
0,Year 2,fALFF,D.2,Gradient Boosting,Schaefer,-0.206,20.28,0.435,52.6%,0.0%,0.0%,87.0%
0,Year 2,fALFF,D.2,SVM,BASC197,-0.302,21.07,0.539,60.0%,47.6%,55.6%,52.2%
0,Year 2,fALFF,D.2,SVM,BASC444,-0.605,23.39,0.476,50.0%,42.4%,77.8%,17.4%
0,Year 2,fALFF,D.2,SVM,Schaefer,-0.737,24.34,0.543,100.0%,46.2%,100.0%,8.7%
0,Year 2,fALFF,D.2,Random Forest,BASC197,-0.149,19.79,0.457,53.8%,0.0%,0.0%,91.3%
0,Year 2,fALFF,D.2,Random Forest,BASC444,-0.112,19.47,0.457,53.8%,0.0%,0.0%,91.3%
0,Year 2,fALFF,D.2,Random Forest,Schaefer,-0.117,19.52,0.419,51.4%,16.7%,5.6%,78.3%
0,Year 2,fALFF,D.3,ElasticNet,/,0.379,14.55,0.707,70.0%,81.8%,50.0%,91.3%
0,Year 2,fALFF,D.3,Gradient Boosting,/,0.0,18.47,0.552,59.4%,55.6%,27.8%,82.6%
0,Year 2,fALFF,D.3,SVM,/,0.011,18.37,0.665,73.7%,59.1%,72.2%,60.9%
0,Year 2,fALFF,D.3,Random Forest,/,0.271,15.77,0.659,71.4%,60.0%,66.7%,65.2%
0,Year 2,fALFF,D.4,ElasticNet,BASC197,-0.055,18.97,0.5,56.1%,nan%,0.0%,100.0%
0,Year 2,fALFF,D.4,ElasticNet,BASC444,-0.062,19.03,0.478,55.0%,0.0%,0.0%,95.7%
0,Year 2,fALFF,D.4,ElasticNet,Schaefer,-0.055,18.97,0.5,56.1%,nan%,0.0%,100.0%
0,Year 2,fALFF,D.4,Gradient Boosting,BASC197,-0.116,19.5,0.419,51.4%,16.7%,5.6%,78.3%
0,Year 2,fALFF,D.4,Gradient Boosting,BASC444,-0.141,19.73,0.435,52.6%,0.0%,0.0%,87.0%
0,Year 2,fALFF,D.4,Gradient Boosting,Schaefer,-0.202,20.25,0.435,52.6%,0.0%,0.0%,87.0%
0,Year 2,fALFF,D.4,SVM,BASC197,-0.316,21.18,0.535,61.5%,46.4%,72.2%,34.8%
0,Year 2,fALFF,D.4,SVM,BASC444,-0.676,23.91,0.531,66.7%,45.7%,88.9%,17.4%
0,Year 2,fALFF,D.4,SVM,Schaefer,-0.88,25.32,0.5,0.0%,43.9%,100.0%,0.0%
0,Year 2,fALFF,D.4,Random Forest,BASC197,-0.144,19.75,0.506,56.4%,50.0%,5.6%,95.7%
0,Year 2,fALFF,D.4,Random Forest,BASC444,-0.111,19.46,0.435,52.6%,0.0%,0.0%,87.0%
0,Year 2,fALFF,D.4,Random Forest,Schaefer,-0.083,19.22,0.413,51.4%,0.0%,0.0%,82.6%
4,Year 2,ReHo,original,ElasticNet,Schaefer,0.471,13.322,0.739,75.9%,75.0%,63.2%,84.6%
0,Year 2,ReHo,Default,ElasticNet,BASC197,0.191,16.61,0.54,58.3%,60.0%,16.7%,91.3%
0,Year 2,ReHo,Default,ElasticNet,BASC444,0.287,15.6,0.58,61.3%,60.0%,33.3%,82.6%
0,Year 2,ReHo,Default,ElasticNet,Schaefer,0.344,14.95,0.635,65.5%,66.7%,44.4%,82.6%
0,Year 2,ReHo,Default,Gradient Boosting,BASC197,0.004,18.43,0.518,57.1%,50.0%,16.7%,87.0%
0,Year 2,ReHo,Default,Gradient Boosting,BASC444,-0.016,18.61,0.512,56.8%,50.0%,11.1%,91.3%
0,Year 2,ReHo,Default,Gradient Boosting,Schaefer,-0.042,18.85,0.447,52.9%,28.6%,11.1%,78.3%
0,Year 2,ReHo,Default,SVM,BASC197,-0.751,24.44,0.579,66.7%,50.0%,72.2%,43.5%
0,Year 2,ReHo,Default,SVM,BASC444,-0.053,18.95,0.731,77.3%,68.4%,72.2%,73.9%
0,Year 2,ReHo,Default,SVM,Schaefer,-0.909,25.52,0.579,66.7%,50.0%,72.2%,43.5%
0,Year 2,ReHo,Default,Random Forest,BASC197,0.121,17.31,0.669,69.2%,66.7%,55.6%,78.3%
0,Year 2,ReHo,Default,Random Forest,BASC444,0.251,15.98,0.62,65.4%,60.0%,50.0%,73.9%
0,Year 2,ReHo,Default,Random Forest,Schaefer,0.267,15.81,0.734,72.4%,83.3%,55.6%,91.3%
0,Year 2,ReHo,A.1,ElasticNet,BASC197,0.282,15.68,0.697,73.2%,70.0%,56.0%,83.3%
0,Year 2,ReHo,A.1,ElasticNet,BASC444,0.313,15.34,0.704,72.7%,76.5%,52.0%,88.9%
0,Year 2,ReHo,A.1,ElasticNet,Schaefer,0.365,14.75,0.717,75.0%,71.4%,60.0%,83.3%
0,Year 2,ReHo,A.1,Gradient Boosting,BASC197,0.163,16.93,0.717,75.0%,71.4%,60.0%,83.3%
0,Year 2,ReHo,A.1,Gradient Boosting,BASC444,-0.005,18.55,0.504,59.3%,42.9%,12.0%,88.9%
0,Year 2,ReHo,A.1,Gradient Boosting,Schaefer,0.069,17.85,0.577,63.8%,57.1%,32.0%,83.3%
0,Year 2,ReHo,A.1,SVM,BASC197,-0.225,20.48,0.618,71.4%,51.5%,68.0%,55.6%
0,Year 2,ReHo,A.1,SVM,BASC444,-0.189,20.18,0.552,63.6%,46.4%,52.0%,58.3%
0,Year 2,ReHo,A.1,SVM,Schaefer,-0.203,20.3,0.618,71.4%,51.5%,68.0%,55.6%
0,Year 2,ReHo,A.1,Random Forest,BASC197,0.214,16.4,0.621,68.4%,56.5%,52.0%,72.2%
0,Year 2,ReHo,A.1,Random Forest,BASC444,0.218,16.36,0.649,70.0%,61.9%,52.0%,77.8%
0,Year 2,ReHo,A.1,Random Forest,Schaefer,0.244,16.09,0.675,73.0%,62.5%,60.0%,75.0%
0,Year 2,ReHo,B.1,ElasticNet,BASC197,0.208,16.43,0.546,58.8%,57.1%,22.2%,87.0%
0,Year 2,ReHo,B.1,ElasticNet,BASC444,0.327,15.15,0.601,62.5%,66.7%,33.3%,87.0%
0,Year 2,ReHo,B.1,ElasticNet,Schaefer,0.317,15.26,0.607,63.3%,63.6%,38.9%,82.6%
0,Year 2,ReHo,B.1,Gradient Boosting,BASC197,0.009,18.39,0.5,56.1%,nan%,0.0%,100.0%
0,Year 2,ReHo,B.1,Gradient Boosting,BASC444,0.071,17.8,0.506,56.4%,50.0%,5.6%,95.7%
0,Year 2,ReHo,B.1,Gradient Boosting,Schaefer,-0.062,19.03,0.568,60.0%,66.7%,22.2%,91.3%
0,Year 2,ReHo,B.1,SVM,BASC197,-0.547,22.97,0.622,70.6%,54.2%,72.2%,52.2%
0,Year 2,ReHo,B.1,SVM,BASC444,-0.061,19.02,0.78,81.8%,73.7%,77.8%,78.3%
0,Year 2,ReHo,B.1,SVM,Schaefer,-0.802,24.79,0.6,68.8%,52.0%,72.2%,47.8%
0,Year 2,ReHo,B.1,Random Forest,BASC197,0.159,16.94,0.604,65.2%,55.6%,55.6%,65.2%
0,Year 2,ReHo,B.1,Random Forest,BASC444,0.3,15.45,0.62,65.4%,60.0%,50.0%,73.9%
0,Year 2,ReHo,B.1,Random Forest,Schaefer,0.226,16.24,0.74,74.1%,78.6%,61.1%,87.0%
0,Year 2,ReHo,B.2,ElasticNet,BASC197,0.214,16.37,0.518,57.1%,50.0%,16.7%,87.0%
0,Year 2,ReHo,B.2,ElasticNet,BASC444,0.358,14.8,0.58,61.3%,60.0%,33.3%,82.6%
0,Year 2,ReHo,B.2,ElasticNet,Schaefer,0.411,14.18,0.663,67.9%,69.2%,50.0%,82.6%
0,Year 2,ReHo,B.2,Gradient Boosting,BASC197,0.012,18.35,0.512,56.8%,50.0%,11.1%,91.3%
0,Year 2,ReHo,B.2,Gradient Boosting,BASC444,0.243,16.07,0.635,65.5%,66.7%,44.4%,82.6%
0,Year 2,ReHo,B.2,Gradient Boosting,Schaefer,0.244,16.06,0.641,66.7%,64.3%,50.0%,78.3%
0,Year 2,ReHo,B.2,SVM,BASC197,-0.422,22.02,0.671,76.5%,58.3%,77.8%,56.5%
0,Year 2,ReHo,B.2,SVM,BASC444,-0.07,19.1,0.758,81.0%,70.0%,77.8%,73.9%
0,Year 2,ReHo,B.2,SVM,Schaefer,-0.829,24.97,0.6,68.8%,52.0%,72.2%,47.8%
0,Year 2,ReHo,B.2,Random Forest,BASC197,0.093,17.59,0.626,66.7%,58.8%,55.6%,69.6%
0,Year 2,ReHo,B.2,Random Forest,BASC444,0.321,15.22,0.681,72.7%,63.2%,66.7%,69.6%
0,Year 2,ReHo,B.2,Random Forest,Schaefer,0.26,15.88,0.663,67.9%,69.2%,50.0%,82.6%
0,Year 2,ReHo,B.3,ElasticNet,BASC197,0.307,15.37,0.645,64.7%,85.7%,33.3%,95.7%
0,Year 2,ReHo,B.3,ElasticNet,BASC444,0.239,16.11,0.562,59.5%,75.0%,16.7%,95.7%
0,Year 2,ReHo,B.3,ElasticNet,Schaefer,0.389,14.44,0.607,63.3%,63.6%,38.9%,82.6%
0,Year 2,ReHo,B.3,Gradient Boosting,BASC197,0.064,17.86,0.5,56.1%,nan%,0.0%,100.0%
0,Year 2,ReHo,B.3,Gradient Boosting,BASC444,-0.055,18.97,0.457,53.8%,0.0%,0.0%,91.3%
0,Year 2,ReHo,B.3,Gradient Boosting,Schaefer,0.116,17.36,0.463,54.1%,25.0%,5.6%,87.0%
0,Year 2,ReHo,B.3,SVM,BASC197,-0.347,21.43,0.703,73.9%,66.7%,66.7%,73.9%
0,Year 2,ReHo,B.3,SVM,BASC444,-0.533,22.87,0.582,63.6%,52.6%,55.6%,60.9%
0,Year 2,ReHo,B.3,SVM,Schaefer,-0.949,25.78,0.566,63.2%,50.0%,61.1%,52.2%
0,Year 2,ReHo,B.3,Random Forest,BASC197,0.189,16.63,0.61,66.7%,55.0%,61.1%,60.9%
0,Year 2,ReHo,B.3,Random Forest,BASC444,0.106,17.46,0.475,54.5%,37.5%,16.7%,78.3%
0,Year 2,ReHo,B.3,Random Forest,Schaefer,0.161,16.91,0.626,66.7%,58.8%,55.6%,69.6%
0,Year 2,ReHo,C.1,ElasticNet,BASC197,0.265,15.83,0.586,62.1%,58.3%,38.9%,78.3%
0,Year 2,ReHo,C.1,ElasticNet,BASC444,0.392,14.4,0.703,73.9%,66.7%,66.7%,73.9%
0,Year 2,ReHo,C.1,ElasticNet,Schaefer,0.264,15.84,0.62,65.4%,60.0%,50.0%,73.9%
0,Year 2,ReHo,C.1,Gradient Boosting,BASC197,0.035,18.14,0.484,55.3%,33.3%,5.6%,91.3%
0,Year 2,ReHo,C.1,Gradient Boosting,BASC444,0.093,17.59,0.484,55.3%,33.3%,5.6%,91.3%
0,Year 2,ReHo,C.1,Gradient Boosting,Schaefer,0.032,18.17,0.614,64.3%,61.5%,44.4%,78.3%
0,Year 2,ReHo,C.1,SVM,BASC197,-0.007,18.53,0.709,76.2%,65.0%,72.2%,69.6%
0,Year 2,ReHo,C.1,SVM,BASC444,0.217,16.34,0.703,73.9%,66.7%,66.7%,73.9%
0,Year 2,ReHo,C.1,SVM,Schaefer,-0.075,19.15,0.715,78.9%,63.6%,77.8%,65.2%
0,Year 2,ReHo,C.1,Random Forest,BASC197,0.247,16.02,0.719,73.1%,73.3%,61.1%,82.6%
0,Year 2,ReHo,C.1,Random Forest,BASC444,0.184,16.68,0.663,67.9%,69.2%,50.0%,82.6%
0,Year 2,ReHo,C.1,Random Forest,Schaefer,0.315,15.29,0.675,70.8%,64.7%,61.1%,73.9%
0,Year 2,ReHo,D.1,ElasticNet,BASC197,0.191,16.61,0.54,58.3%,60.0%,16.7%,91.3%
0,Year 2,ReHo,D.1,ElasticNet,BASC444,0.287,15.6,0.58,61.3%,60.0%,33.3%,82.6%
0,Year 2,ReHo,D.1,ElasticNet,Schaefer,0.344,14.95,0.635,65.5%,66.7%,44.4%,82.6%
0,Year 2,ReHo,D.1,Gradient Boosting,BASC197,0.017,18.31,0.546,58.8%,57.1%,22.2%,87.0%
0,Year 2,ReHo,D.1,Gradient Boosting,BASC444,-0.014,18.59,0.49,55.6%,40.0%,11.1%,87.0%
0,Year 2,ReHo,D.1,Gradient Boosting,Schaefer,-0.059,19.0,0.447,52.9%,28.6%,11.1%,78.3%
0,Year 2,ReHo,D.1,SVM,BASC197,-0.675,23.9,0.6,68.8%,52.0%,72.2%,47.8%
0,Year 2,ReHo,D.1,SVM,BASC444,-0.056,18.97,0.802,82.6%,77.8%,77.8%,82.6%
0,Year 2,ReHo,D.1,SVM,Schaefer,-0.909,25.51,0.579,66.7%,50.0%,72.2%,43.5%
0,Year 2,ReHo,D.1,Random Forest,BASC197,0.134,17.18,0.669,69.2%,66.7%,55.6%,78.3%
0,Year 2,ReHo,D.1,Random Forest,BASC444,0.265,15.83,0.604,65.2%,55.6%,55.6%,65.2%
0,Year 2,ReHo,D.1,Random Forest,Schaefer,0.233,16.17,0.762,75.0%,84.6%,61.1%,91.3%
0,Year 2,ReHo,D.2,ElasticNet,BASC197,-0.033,18.77,0.534,57.9%,66.7%,11.1%,95.7%
0,Year 2,ReHo,D.2,ElasticNet,BASC444,-0.06,19.02,0.518,57.1%,50.0%,16.7%,87.0%
0,Year 2,ReHo,D.2,ElasticNet,Schaefer,0.185,16.67,0.496,55.9%,42.9%,16.7%,82.6%
0,Year 2,ReHo,D.2,Gradient Boosting,BASC197,-0.188,20.13,0.478,55.0%,0.0%,0.0%,95.7%
0,Year 2,ReHo,D.2,Gradient Boosting,BASC444,0.166,16.86,0.54,58.3%,60.0%,16.7%,91.3%
0,Year 2,ReHo,D.2,Gradient Boosting,Schaefer,-0.094,19.32,0.463,54.1%,25.0%,5.6%,87.0%
0,Year 2,ReHo,D.2,SVM,BASC197,-1.046,26.42,0.498,55.6%,43.8%,77.8%,21.7%
0,Year 2,ReHo,D.2,SVM,BASC444,-0.187,20.12,0.752,78.3%,72.2%,72.2%,78.3%
0,Year 2,ReHo,D.2,SVM,Schaefer,-1.02,26.25,0.535,61.5%,46.4%,72.2%,34.8%
