,MDS-UPDRS Prediction target,Feature,Type,Best performing model,Best performing parcellation,R2,RMSE,AUC,PPV,NPV,Spec.,Sens.
0,Year 2,ReHo,Workflow E,SVM,Schaefer,-0.345,23.65,0.538,63.6%,44.1%,65.2%,42.4%
0,Year 2,ReHo,Workflow E,Random Forest,BASC197,0.228,17.92,0.585,63.8%,66.7%,26.1%,90.9%
0,Year 2,ReHo,Workflow E,Random Forest,BASC444,0.102,19.33,0.513,59.6%,50.0%,8.7%,93.9%
0,Year 2,ReHo,Workflow E,Random Forest,Schaefer,0.091,19.45,0.474,57.4%,33.3%,13.0%,81.8%
0,Year 2,ReHo,Workflow F,ElasticNet,BASC197,0.064,19.74,0.476,57.7%,25.0%,4.3%,90.9%
0,Year 2,ReHo,Workflow F,ElasticNet,BASC444,0.082,19.54,0.461,56.9%,20.0%,4.3%,87.9%
0,Year 2,ReHo,Workflow F,ElasticNet,Schaefer,0.061,19.76,0.461,56.9%,20.0%,4.3%,87.9%
0,Year 2,ReHo,Workflow F,Gradient Boosting,BASC197,0.202,18.22,0.653,71.9%,58.3%,60.9%,69.7%
0,Year 2,ReHo,Workflow F,Gradient Boosting,BASC444,0.262,17.52,0.677,72.2%,65.0%,56.5%,78.8%
0,Year 2,ReHo,Workflow F,Gradient Boosting,Schaefer,0.189,18.37,0.522,60.5%,44.4%,34.8%,69.7%
0,Year 2,ReHo,Workflow F,SVM,BASC197,-0.048,20.87,0.683,73.5%,63.6%,60.9%,75.8%
0,Year 2,ReHo,Workflow F,SVM,BASC444,0.024,20.15,0.581,64.9%,52.6%,43.5%,72.7%
0,Year 2,ReHo,Workflow F,SVM,Schaefer,0.173,18.54,0.705,75.8%,65.2%,65.2%,75.8%
0,Year 2,ReHo,Workflow F,Random Forest,BASC197,0.241,17.76,0.611,66.7%,58.8%,43.5%,78.8%
0,Year 2,ReHo,Workflow F,Random Forest,BASC444,0.225,17.95,0.574,64.1%,52.9%,39.1%,75.8%
0,Year 2,ReHo,Workflow F,Random Forest,Schaefer,0.227,17.93,0.59,65.0%,56.2%,39.1%,78.8%
0,Year 2,ReHo,Workflow H,ElasticNet,BASC197,0.28,17.3,0.65,68.2%,75.0%,39.1%,90.9%
0,Year 2,ReHo,Workflow H,ElasticNet,BASC444,0.028,20.1,0.424,54.9%,0.0%,0.0%,84.8%
0,Year 2,ReHo,Workflow H,ElasticNet,Schaefer,0.279,17.32,0.598,65.1%,61.5%,34.8%,84.8%
0,Year 2,ReHo,Workflow H,Gradient Boosting,BASC197,0.046,19.92,0.611,66.7%,58.8%,43.5%,78.8%
0,Year 2,ReHo,Workflow H,Gradient Boosting,BASC444,-0.042,20.82,0.509,59.5%,42.9%,26.1%,75.8%
0,Year 2,ReHo,Workflow H,Gradient Boosting,Schaefer,-0.057,20.97,0.6,64.6%,75.0%,26.1%,93.9%
0,Year 2,ReHo,Workflow H,SVM,BASC197,-0.194,22.28,0.596,65.8%,55.6%,43.5%,75.8%
0,Year 2,ReHo,Workflow H,SVM,BASC444,-0.089,21.28,0.59,65.0%,56.2%,39.1%,78.8%
0,Year 2,ReHo,Workflow H,SVM,Schaefer,-0.117,21.55,0.594,66.7%,52.2%,52.2%,66.7%
0,Year 2,ReHo,Workflow H,Random Forest,BASC197,0.169,18.59,0.605,65.9%,60.0%,39.1%,81.8%
0,Year 2,ReHo,Workflow H,Random Forest,BASC444,0.081,19.55,0.576,63.6%,58.3%,30.4%,84.8%
0,Year 2,ReHo,Workflow H,Random Forest,Schaefer,0.188,18.37,0.59,65.0%,56.2%,39.1%,78.8%
0,Year 2,ReHo,Workflow I,ElasticNet,BASC197,-0.076,21.15,0.455,56.6%,0.0%,0.0%,90.9%
0,Year 2,ReHo,Workflow I,ElasticNet,BASC444,0.006,20.34,0.5,58.9%,nan%,0.0%,100.0%
0,Year 2,ReHo,Workflow I,ElasticNet,Schaefer,-0.024,20.64,0.455,56.6%,0.0%,0.0%,90.9%
0,Year 2,ReHo,Workflow I,Gradient Boosting,BASC197,-0.045,20.84,0.555,62.2%,54.5%,26.1%,84.8%
0,Year 2,ReHo,Workflow I,Gradient Boosting,BASC444,-0.112,21.5,0.483,58.0%,33.3%,8.7%,87.9%
0,Year 2,ReHo,Workflow I,Gradient Boosting,Schaefer,-0.017,20.56,0.6,64.6%,75.0%,26.1%,93.9%
0,Year 2,ReHo,Workflow I,SVM,BASC197,-0.654,26.23,0.529,61.1%,45.0%,39.1%,66.7%
0,Year 2,ReHo,Workflow I,SVM,BASC444,-0.261,22.9,0.516,60.0%,43.8%,30.4%,72.7%
0,Year 2,ReHo,Workflow I,SVM,Schaefer,-0.659,26.27,0.499,58.8%,40.9%,39.1%,60.6%
0,Year 2,ReHo,Workflow I,Random Forest,BASC197,0.009,20.3,0.483,58.0%,33.3%,8.7%,87.9%
0,Year 2,ReHo,Workflow I,Random Forest,BASC444,-0.044,20.84,0.528,60.4%,66.7%,8.7%,97.0%
0,Year 2,ReHo,Workflow I,Random Forest,Schaefer,0.065,19.72,0.54,61.4%,50.0%,26.1%,81.8%
0,Year 2,ReHo,Workflow J,ElasticNet,/,0.215,18.07,0.585,63.8%,66.7%,26.1%,90.9%
0,Year 2,ReHo,Workflow J,Gradient Boosting,/,0.187,18.39,0.483,58.0%,33.3%,8.7%,87.9%
0,Year 2,ReHo,Workflow J,SVM,/,0.179,18.48,0.768,88.0%,64.5%,87.0%,66.7%
0,Year 2,ReHo,Workflow J,Random Forest,/,0.223,17.98,0.688,77.8%,58.6%,73.9%,63.6%
0,Year 2,ReHo,Workflow K,ElasticNet,BASC197,0.013,20.26,0.439,55.8%,0.0%,0.0%,87.9%
0,Year 2,ReHo,Workflow K,ElasticNet,BASC444,-0.027,20.67,0.485,58.2%,0.0%,0.0%,97.0%
0,Year 2,ReHo,Workflow K,ElasticNet,Schaefer,-0.028,20.67,0.455,56.6%,0.0%,0.0%,90.9%
0,Year 2,ReHo,Workflow K,Gradient Boosting,BASC197,-0.036,20.76,0.555,62.2%,54.5%,26.1%,84.8%
0,Year 2,ReHo,Workflow K,Gradient Boosting,BASC444,-0.108,21.47,0.483,58.0%,33.3%,8.7%,87.9%
0,Year 2,ReHo,Workflow K,Gradient Boosting,Schaefer,-0.065,21.05,0.585,63.8%,66.7%,26.1%,90.9%
0,Year 2,ReHo,Workflow K,SVM,BASC197,-0.585,25.68,0.486,57.9%,38.9%,30.4%,66.7%
0,Year 2,ReHo,Workflow K,SVM,BASC444,-0.209,22.42,0.544,62.2%,47.4%,39.1%,69.7%
0,Year 2,ReHo,Workflow K,SVM,Schaefer,-0.634,26.07,0.547,64.0%,45.2%,60.9%,48.5%
0,Year 2,ReHo,Workflow K,Random Forest,BASC197,0.008,20.31,0.461,56.9%,20.0%,4.3%,87.9%
0,Year 2,ReHo,Workflow K,Random Forest,BASC444,-0.043,20.83,0.543,61.1%,100.0%,8.7%,100.0%
0,Year 2,ReHo,Workflow K,Random Forest,Schaefer,0.064,19.73,0.54,61.4%,50.0%,26.1%,81.8%
7,Year 4,fALFF,original,SVM,BASC197,0.152,14.957,0.636,64.7%,62.5%,62.5%,64.7%
0,Year 4,fALFF,"Workflow A 
 (default)",ElasticNet,BASC197,0.365,16.87,0.723,73.3%,81.8%,52.9%,91.7%
0,Year 4,fALFF,"Workflow A 
 (default)",ElasticNet,BASC444,0.138,19.65,0.623,66.7%,63.6%,41.2%,83.3%
0,Year 4,fALFF,"Workflow A 
 (default)",ElasticNet,Schaefer,0.422,16.1,0.711,74.1%,71.4%,58.8%,83.3%
0,Year 4,fALFF,"Workflow A 
 (default)",Gradient Boosting,BASC197,0.417,16.17,0.699,75.0%,64.7%,64.7%,75.0%
0,Year 4,fALFF,"Workflow A 
 (default)",Gradient Boosting,BASC444,0.294,17.78,0.581,64.3%,53.8%,41.2%,75.0%
0,Year 4,fALFF,"Workflow A 
 (default)",Gradient Boosting,Schaefer,0.438,15.88,0.799,83.3%,76.5%,76.5%,83.3%
0,Year 4,fALFF,"Workflow A 
 (default)",SVM,BASC197,0.002,21.14,0.699,75.0%,64.7%,64.7%,75.0%
0,Year 4,fALFF,"Workflow A 
 (default)",SVM,BASC444,-0.19,23.09,0.569,64.0%,50.0%,47.1%,66.7%
0,Year 4,fALFF,"Workflow A 
 (default)",SVM,Schaefer,-0.069,21.89,0.631,67.9%,61.5%,47.1%,79.2%
0,Year 4,fALFF,"Workflow A 
 (default)",Random Forest,BASC197,0.345,17.14,0.761,77.8%,78.6%,64.7%,87.5%
0,Year 4,fALFF,"Workflow A 
 (default)",Random Forest,BASC444,0.23,18.57,0.581,64.3%,53.8%,41.2%,75.0%
0,Year 4,fALFF,"Workflow A 
 (default)",Random Forest,Schaefer,0.359,16.96,0.719,76.0%,68.8%,64.7%,79.2%
0,Year 4,fALFF,Workflow B,ElasticNet,BASC197,0.318,17.68,0.632,69.2%,75.0%,33.3%,93.1%
0,Year 4,fALFF,Workflow B,ElasticNet,BASC444,0.181,19.38,0.577,65.9%,66.7%,22.2%,93.1%
0,Year 4,fALFF,Workflow B,ElasticNet,Schaefer,0.274,18.24,0.591,67.6%,53.8%,38.9%,79.3%
0,Year 4,fALFF,Workflow B,Gradient Boosting,BASC197,0.431,16.15,0.782,81.2%,80.0%,66.7%,89.7%
0,Year 4,fALFF,Workflow B,Gradient Boosting,BASC444,0.23,18.8,0.584,67.7%,50.0%,44.4%,72.4%
0,Year 4,fALFF,Workflow B,Gradient Boosting,Schaefer,0.418,16.34,0.681,73.5%,69.2%,50.0%,86.2%
0,Year 4,fALFF,Workflow B,SVM,BASC197,0.004,21.38,0.629,71.0%,56.2%,50.0%,75.9%
0,Year 4,fALFF,Workflow B,SVM,BASC444,-0.144,22.91,0.557,65.6%,46.7%,38.9%,72.4%
0,Year 4,fALFF,Workflow B,SVM,Schaefer,-0.347,24.86,0.574,66.7%,50.0%,38.9%,75.9%
0,Year 4,fALFF,Workflow B,Random Forest,BASC197,0.352,17.24,0.754,78.8%,78.6%,61.1%,89.7%
0,Year 4,fALFF,Workflow B,Random Forest,BASC444,0.239,18.68,0.518,62.9%,41.7%,27.8%,75.9%
0,Year 4,fALFF,Workflow B,Random Forest,Schaefer,0.404,16.53,0.709,75.8%,71.4%,55.6%,86.2%
0,Year 4,fALFF,Workflow C,ElasticNet,BASC197,0.445,15.78,0.773,76.7%,90.9%,58.8%,95.8%
0,Year 4,fALFF,Workflow C,ElasticNet,BASC444,0.161,19.39,0.614,65.6%,66.7%,35.3%,87.5%
0,Year 4,fALFF,Workflow C,ElasticNet,Schaefer,0.434,15.92,0.773,76.7%,90.9%,58.8%,95.8%
0,Year 4,fALFF,Workflow C,Gradient Boosting,BASC197,0.518,14.69,0.749,79.2%,70.6%,70.6%,79.2%
0,Year 4,fALFF,Workflow C,Gradient Boosting,BASC444,-0.026,21.45,0.472,56.7%,36.4%,23.5%,70.8%
0,Year 4,fALFF,Workflow C,Gradient Boosting,Schaefer,0.491,15.11,0.657,72.7%,57.9%,64.7%,66.7%
0,Year 4,fALFF,Workflow C,SVM,BASC197,-0.053,21.72,0.69,73.1%,66.7%,58.8%,79.2%
0,Year 4,fALFF,Workflow C,SVM,BASC444,-0.244,23.61,0.56,63.0%,50.0%,41.2%,70.8%
0,Year 4,fALFF,Workflow C,SVM,Schaefer,-0.015,21.33,0.602,65.5%,58.3%,41.2%,79.2%
0,Year 4,fALFF,Workflow C,Random Forest,BASC197,0.417,16.16,0.841,84.6%,86.7%,76.5%,91.7%
0,Year 4,fALFF,Workflow C,Random Forest,BASC444,0.205,18.87,0.543,61.3%,50.0%,29.4%,79.2%
0,Year 4,fALFF,Workflow C,Random Forest,Schaefer,0.348,17.09,0.719,76.0%,68.8%,64.7%,79.2%
0,Year 4,fALFF,Workflow D,ElasticNet,BASC197,0.428,16.01,0.744,74.2%,90.0%,52.9%,95.8%
0,Year 4,fALFF,Workflow D,ElasticNet,BASC444,0.21,18.81,0.623,66.7%,63.6%,41.2%,83.3%
0,Year 4,fALFF,Workflow D,ElasticNet,Schaefer,0.468,15.44,0.681,71.4%,69.2%,52.9%,83.3%
0,Year 4,fALFF,Workflow D,Gradient Boosting,BASC197,0.4,16.4,0.64,69.2%,60.0%,52.9%,75.0%
0,Year 4,fALFF,Workflow D,Gradient Boosting,BASC444,0.061,20.52,0.648,70.8%,58.8%,58.8%,70.8%
0,Year 4,fALFF,Workflow D,Gradient Boosting,Schaefer,0.475,15.35,0.799,83.3%,76.5%,76.5%,83.3%
0,Year 4,fALFF,Workflow D,SVM,BASC197,0.012,21.04,0.69,73.1%,66.7%,58.8%,79.2%
0,Year 4,fALFF,Workflow D,SVM,BASC444,-0.053,21.72,0.589,65.4%,53.3%,47.1%,70.8%
0,Year 4,fALFF,Workflow D,SVM,Schaefer,0.068,20.44,0.623,66.7%,63.6%,41.2%,83.3%
0,Year 4,fALFF,Workflow D,Random Forest,BASC197,0.278,17.99,0.619,68.0%,56.2%,52.9%,70.8%
0,Year 4,fALFF,Workflow D,Random Forest,BASC444,0.251,18.32,0.673,70.0%,72.7%,47.1%,87.5%
0,Year 4,fALFF,Workflow D,Random Forest,Schaefer,0.286,17.89,0.569,64.0%,50.0%,47.1%,66.7%
0,Year 4,fALFF,Workflow E,ElasticNet,BASC197,0.321,17.45,0.732,75.0%,76.9%,58.8%,87.5%
0,Year 4,fALFF,Workflow E,ElasticNet,BASC444,0.394,16.49,0.761,77.8%,78.6%,64.7%,87.5%
0,Year 4,fALFF,Workflow E,ElasticNet,Schaefer,0.305,17.65,0.661,70.4%,64.3%,52.9%,79.2%
0,Year 4,fALFF,Workflow E,Gradient Boosting,BASC197,0.289,17.85,0.69,73.1%,66.7%,58.8%,79.2%
0,Year 4,fALFF,Workflow E,Gradient Boosting,BASC444,0.268,18.12,0.581,64.3%,53.8%,41.2%,75.0%
0,Year 4,fALFF,Workflow E,Gradient Boosting,Schaefer,0.173,19.25,0.652,69.0%,66.7%,47.1%,83.3%
0,Year 4,fALFF,Workflow E,SVM,BASC197,0.367,16.84,0.719,76.0%,68.8%,64.7%,79.2%
0,Year 4,fALFF,Workflow E,SVM,BASC444,0.234,18.53,0.669,72.0%,62.5%,58.8%,75.0%
0,Year 4,fALFF,Workflow E,SVM,Schaefer,0.339,17.22,0.761,77.8%,78.6%,64.7%,87.5%
0,Year 4,fALFF,Workflow E,Random Forest,BASC197,0.284,17.91,0.749,79.2%,70.6%,70.6%,79.2%
0,Year 4,fALFF,Workflow E,Random Forest,BASC444,0.232,18.56,0.56,63.0%,50.0%,41.2%,70.8%
0,Year 4,fALFF,Workflow E,Random Forest,Schaefer,0.326,17.38,0.686,76.2%,60.0%,70.6%,66.7%
0,Year 4,fALFF,Workflow F,ElasticNet,BASC197,0.349,17.08,0.711,74.1%,71.4%,58.8%,83.3%
0,Year 4,fALFF,Workflow F,ElasticNet,BASC444,0.376,16.73,0.761,77.8%,78.6%,64.7%,87.5%
0,Year 4,fALFF,Workflow F,ElasticNet,Schaefer,0.373,16.77,0.74,76.9%,73.3%,64.7%,83.3%
0,Year 4,fALFF,Workflow F,Gradient Boosting,BASC197,0.156,19.45,0.619,68.0%,56.2%,52.9%,70.8%
0,Year 4,fALFF,Workflow F,Gradient Boosting,BASC444,0.354,17.01,0.669,72.0%,62.5%,58.8%,75.0%
0,Year 4,fALFF,Workflow F,Gradient Boosting,Schaefer,0.248,18.36,0.631,67.9%,61.5%,47.1%,79.2%
0,Year 4,fALFF,Workflow F,SVM,BASC197,0.373,16.77,0.778,82.6%,72.2%,76.5%,79.2%
0,Year 4,fALFF,Workflow F,SVM,BASC444,0.168,19.3,0.719,76.0%,68.8%,64.7%,79.2%
0,Year 4,fALFF,Workflow F,SVM,Schaefer,0.283,17.92,0.74,76.9%,73.3%,64.7%,83.3%
0,Year 4,fALFF,Workflow F,Random Forest,BASC197,0.32,17.46,0.665,75.0%,57.1%,70.6%,62.5%
0,Year 4,fALFF,Workflow F,Random Forest,BASC444,0.292,17.81,0.636,71.4%,55.0%,64.7%,62.5%
0,Year 4,fALFF,Workflow F,Random Forest,Schaefer,0.327,17.37,0.695,78.9%,59.1%,76.5%,62.5%
0,Year 4,fALFF,Workflow G,ElasticNet,BASC197,0.286,17.89,0.61,66.7%,57.1%,47.1%,75.0%
0,Year 4,fALFF,Workflow G,ElasticNet,BASC444,-0.007,21.24,0.522,60.0%,45.5%,29.4%,75.0%
0,Year 4,fALFF,Workflow G,ElasticNet,Schaefer,0.209,18.83,0.61,66.7%,57.1%,47.1%,75.0%
0,Year 4,fALFF,Workflow G,Gradient Boosting,BASC197,0.105,20.03,0.506,59.1%,42.1%,47.1%,54.2%
0,Year 4,fALFF,Workflow G,Gradient Boosting,BASC444,0.046,20.68,0.531,60.7%,46.2%,35.3%,70.8%
0,Year 4,fALFF,Workflow G,Gradient Boosting,Schaefer,0.19,19.05,0.64,69.2%,60.0%,52.9%,75.0%
0,Year 4,fALFF,Workflow G,SVM,BASC197,-0.001,21.18,0.636,71.4%,55.0%,64.7%,62.5%
0,Year 4,fALFF,Workflow G,SVM,BASC444,-0.274,23.9,0.577,65.2%,50.0%,52.9%,62.5%
0,Year 4,fALFF,Workflow G,SVM,Schaefer,-0.191,23.11,0.707,77.3%,63.2%,70.6%,70.8%
0,Year 4,fALFF,Workflow G,Random Forest,BASC197,0.267,18.13,0.627,69.6%,55.6%,58.8%,66.7%
0,Year 4,fALFF,Workflow G,Random Forest,BASC444,0.194,19.01,0.681,71.4%,69.2%,52.9%,83.3%
0,Year 4,fALFF,Workflow G,Random Forest,Schaefer,0.271,18.07,0.607,68.2%,52.6%,58.8%,62.5%
0,Year 4,fALFF,Workflow H,ElasticNet,BASC197,0.365,16.87,0.723,73.3%,81.8%,52.9%,91.7%
0,Year 4,fALFF,Workflow H,ElasticNet,BASC444,0.138,19.65,0.623,66.7%,63.6%,41.2%,83.3%
0,Year 4,fALFF,Workflow H,ElasticNet,Schaefer,0.422,16.1,0.711,74.1%,71.4%,58.8%,83.3%
0,Year 4,fALFF,Workflow H,Gradient Boosting,BASC197,0.422,16.09,0.699,75.0%,64.7%,64.7%,75.0%
0,Year 4,fALFF,Workflow H,Gradient Boosting,BASC444,0.23,18.58,0.581,64.3%,53.8%,41.2%,75.0%
0,Year 4,fALFF,Workflow H,Gradient Boosting,Schaefer,0.421,16.11,0.799,83.3%,76.5%,76.5%,83.3%
0,Year 4,fALFF,Workflow H,SVM,BASC197,0.037,20.77,0.699,75.0%,64.7%,64.7%,75.0%
0,Year 4,fALFF,Workflow H,SVM,BASC444,-0.179,22.99,0.569,64.0%,50.0%,47.1%,66.7%
0,Year 4,fALFF,Workflow H,SVM,Schaefer,-0.027,21.45,0.602,65.5%,58.3%,41.2%,79.2%
0,Year 4,fALFF,Workflow H,Random Forest,BASC197,0.361,16.93,0.782,78.6%,84.6%,64.7%,91.7%
0,Year 4,fALFF,Workflow H,Random Forest,BASC444,0.23,18.58,0.581,64.3%,53.8%,41.2%,75.0%
0,Year 4,fALFF,Workflow H,Random Forest,Schaefer,0.338,17.22,0.719,76.0%,68.8%,64.7%,79.2%
0,Year 4,fALFF,Workflow I,ElasticNet,BASC197,-0.086,22.06,0.488,57.9%,33.3%,5.9%,91.7%
0,Year 4,fALFF,Workflow I,ElasticNet,BASC444,-0.089,22.1,0.538,60.5%,66.7%,11.8%,95.8%
0,Year 4,fALFF,Workflow I,ElasticNet,Schaefer,0.026,20.89,0.576,62.9%,66.7%,23.5%,91.7%
0,Year 4,fALFF,Workflow I,Gradient Boosting,BASC197,-0.248,23.65,0.48,57.1%,38.5%,29.4%,66.7%
0,Year 4,fALFF,Workflow I,Gradient Boosting,BASC444,-0.02,21.38,0.48,57.1%,38.5%,29.4%,66.7%
0,Year 4,fALFF,Workflow I,Gradient Boosting,Schaefer,-0.33,24.42,0.589,65.4%,53.3%,47.1%,70.8%
0,Year 4,fALFF,Workflow I,SVM,BASC197,-0.356,24.65,0.619,68.0%,56.2%,52.9%,70.8%
0,Year 4,fALFF,Workflow I,SVM,BASC444,-0.366,24.75,0.569,64.0%,50.0%,47.1%,66.7%
0,Year 4,fALFF,Workflow I,SVM,Schaefer,-0.811,28.49,0.548,62.5%,47.1%,47.1%,62.5%
0,Year 4,fALFF,Workflow I,Random Forest,BASC197,0.11,19.98,0.585,63.6%,62.5%,29.4%,87.5%
0,Year 4,fALFF,Workflow I,Random Forest,BASC444,0.019,20.96,0.585,63.6%,62.5%,29.4%,87.5%
0,Year 4,fALFF,Workflow I,Random Forest,Schaefer,0.114,19.93,0.765,75.0%,100.0%,52.9%,100.0%
0,Year 4,fALFF,Workflow J,ElasticNet,/,0.394,16.47,0.74,76.9%,73.3%,64.7%,83.3%
0,Year 4,fALFF,Workflow J,Gradient Boosting,/,0.389,16.54,0.69,73.1%,66.7%,58.8%,79.2%
0,Year 4,fALFF,Workflow J,SVM,/,0.273,18.05,0.733,87.5%,60.0%,88.2%,58.3%
0,Year 4,fALFF,Workflow J,Random Forest,/,0.412,16.23,0.724,83.3%,60.9%,82.4%,62.5%
0,Year 4,fALFF,Workflow K,ElasticNet,BASC197,-0.092,22.12,0.509,59.0%,50.0%,5.9%,95.8%
0,Year 4,fALFF,Workflow K,ElasticNet,BASC444,-0.11,22.31,0.538,60.5%,66.7%,11.8%,95.8%
0,Year 4,fALFF,Workflow K,ElasticNet,Schaefer,0.008,21.08,0.576,62.9%,66.7%,23.5%,91.7%
0,Year 4,fALFF,Workflow K,Gradient Boosting,BASC197,-0.152,22.72,0.56,63.0%,50.0%,41.2%,70.8%
0,Year 4,fALFF,Workflow K,Gradient Boosting,BASC444,-0.018,21.36,0.493,58.1%,40.0%,23.5%,75.0%
0,Year 4,fALFF,Workflow K,Gradient Boosting,Schaefer,-0.21,23.29,0.681,71.4%,69.2%,52.9%,83.3%
0,Year 4,fALFF,Workflow K,SVM,BASC197,-0.453,25.52,0.569,64.0%,50.0%,47.1%,66.7%
0,Year 4,fALFF,Workflow K,SVM,BASC444,-0.42,25.23,0.589,65.4%,53.3%,47.1%,70.8%
0,Year 4,fALFF,Workflow K,SVM,Schaefer,-0.812,28.5,0.598,66.7%,52.9%,52.9%,66.7%
0,Year 4,fALFF,Workflow K,Random Forest,BASC197,0.103,20.05,0.664,68.8%,77.8%,41.2%,91.7%
0,Year 4,fALFF,Workflow K,Random Forest,BASC444,0.023,20.92,0.585,63.6%,62.5%,29.4%,87.5%
0,Year 4,fALFF,Workflow K,Random Forest,Schaefer,0.117,19.89,0.765,75.0%,100.0%,52.9%,100.0%
6,Year 4,ReHo,original,SVM,BASC197,0.255,14.015,0.699,73.3%,66.7%,75.0%,64.7%
0,Year 4,ReHo,"Workflow A 
 (default)",ElasticNet,BASC197,0.429,15.99,0.728,78.3%,66.7%,70.6%,75.0%
0,Year 4,ReHo,"Workflow A 
 (default)",ElasticNet,BASC444,0.163,19.36,0.589,65.4%,53.3%,47.1%,70.8%
0,Year 4,ReHo,"Workflow A 
 (default)",ElasticNet,Schaefer,0.281,17.95,0.61,66.7%,57.1%,47.1%,75.0%
0,Year 4,ReHo,"Workflow A 
 (default)",Gradient Boosting,BASC197,0.456,15.61,0.645,73.7%,54.5%,70.6%,58.3%
0,Year 4,ReHo,"Workflow A 
 (default)",Gradient Boosting,BASC444,0.198,18.96,0.498,58.3%,41.2%,41.2%,58.3%
0,Year 4,ReHo,"Workflow A 
 (default)",Gradient Boosting,Schaefer,0.41,16.27,0.77,80.0%,75.0%,70.6%,83.3%
0,Year 4,ReHo,"Workflow A 
 (default)",SVM,BASC197,0.108,20.0,0.627,69.6%,55.6%,58.8%,66.7%
0,Year 4,ReHo,"Workflow A 
 (default)",SVM,BASC444,0.104,20.04,0.64,69.2%,60.0%,52.9%,75.0%
0,Year 4,ReHo,"Workflow A 
 (default)",SVM,Schaefer,-0.123,22.44,0.661,70.4%,64.3%,52.9%,79.2%
0,Year 4,ReHo,"Workflow A 
 (default)",Random Forest,BASC197,0.303,17.67,0.749,79.2%,70.6%,70.6%,79.2%
0,Year 4,ReHo,"Workflow A 
 (default)",Random Forest,BASC444,0.218,18.72,0.652,69.0%,66.7%,47.1%,83.3%
0,Year 4,ReHo,"Workflow A 
 (default)",Random Forest,Schaefer,0.329,17.35,0.699,75.0%,64.7%,64.7%,75.0%
0,Year 4,ReHo,Workflow B,ElasticNet,BASC197,0.239,18.68,0.602,68.8%,53.3%,44.4%,75.9%
0,Year 4,ReHo,Workflow B,ElasticNet,BASC444,0.195,19.21,0.574,66.7%,50.0%,38.9%,75.9%
0,Year 4,ReHo,Workflow B,ElasticNet,Schaefer,0.234,18.74,0.574,66.7%,50.0%,38.9%,75.9%
0,Year 4,ReHo,Workflow B,Gradient Boosting,BASC197,0.171,19.49,0.616,72.0%,50.0%,61.1%,62.1%
0,Year 4,ReHo,Workflow B,Gradient Boosting,BASC444,0.196,19.2,0.619,69.7%,57.1%,44.4%,79.3%
0,Year 4,ReHo,Workflow B,Gradient Boosting,Schaefer,0.352,17.24,0.695,77.8%,60.0%,66.7%,72.4%
0,Year 4,ReHo,Workflow B,SVM,BASC197,-0.879,29.36,0.575,70.0%,44.4%,66.7%,48.3%
0,Year 4,ReHo,Workflow B,SVM,BASC444,-0.201,23.47,0.55,65.5%,44.4%,44.4%,65.5%
0,Year 4,ReHo,Workflow B,SVM,Schaefer,-0.627,27.31,0.63,77.8%,48.3%,77.8%,48.3%
0,Year 4,ReHo,Workflow B,Random Forest,BASC197,0.275,18.23,0.685,75.9%,61.1%,61.1%,75.9%
0,Year 4,ReHo,Workflow B,Random Forest,BASC444,0.203,19.11,0.698,74.3%,75.0%,50.0%,89.7%
0,Year 4,ReHo,Workflow B,Random Forest,Schaefer,0.399,16.6,0.719,77.4%,68.8%,61.1%,82.8%
0,Year 4,ReHo,Workflow C,ElasticNet,BASC197,0.424,16.06,0.669,72.0%,62.5%,58.8%,75.0%
0,Year 4,ReHo,Workflow C,ElasticNet,BASC444,0.153,19.48,0.589,65.4%,53.3%,47.1%,70.8%
0,Year 4,ReHo,Workflow C,ElasticNet,Schaefer,0.256,18.26,0.669,72.0%,62.5%,58.8%,75.0%
0,Year 4,ReHo,Workflow C,Gradient Boosting,BASC197,0.466,15.46,0.728,78.3%,66.7%,70.6%,75.0%
0,Year 4,ReHo,Workflow C,Gradient Boosting,BASC444,0.272,18.06,0.569,64.0%,50.0%,47.1%,66.7%
0,Year 4,ReHo,Workflow C,Gradient Boosting,Schaefer,0.293,17.8,0.678,73.9%,61.1%,64.7%,70.8%
0,Year 4,ReHo,Workflow C,SVM,BASC197,0.08,20.3,0.627,69.6%,55.6%,58.8%,66.7%
0,Year 4,ReHo,Workflow C,SVM,BASC444,0.059,20.54,0.581,64.3%,53.8%,41.2%,75.0%
0,Year 4,ReHo,Workflow C,SVM,Schaefer,-0.201,23.2,0.631,67.9%,61.5%,47.1%,79.2%
0,Year 4,ReHo,Workflow C,Random Forest,BASC197,0.327,17.37,0.74,76.9%,73.3%,64.7%,83.3%
0,Year 4,ReHo,Workflow C,Random Forest,BASC444,0.221,18.68,0.61,66.7%,57.1%,47.1%,75.0%
0,Year 4,ReHo,Workflow C,Random Forest,Schaefer,0.333,17.29,0.627,69.6%,55.6%,58.8%,66.7%
0,Year 4,ReHo,Workflow D,ElasticNet,BASC197,0.377,16.71,0.631,67.9%,61.5%,47.1%,79.2%
0,Year 4,ReHo,Workflow D,ElasticNet,BASC444,0.139,19.64,0.518,60.0%,43.8%,41.2%,62.5%
0,Year 4,ReHo,Workflow D,ElasticNet,Schaefer,0.352,17.04,0.711,74.1%,71.4%,58.8%,83.3%
0,Year 4,ReHo,Workflow D,Gradient Boosting,BASC197,0.415,16.19,0.627,69.6%,55.6%,58.8%,66.7%
